totalGene,Label_en,Desc_en,Alias_en,Label_es,Desc_es,Alias_es,Label_fa,Desc_fa,Alias_fa,Label_nl,Desc_nl,Alias_nl
1196334,1196326,756738,1947441,195065,195041,176,872,60,21,1139333,1139913,136
