totalGene,Label_en,Desc_en,Alias_en,Label_es,Desc_es,Alias_es,Label_fa,Desc_fa,Alias_fa,Label_nl,Desc_nl,Alias_nl
1211506,1211497,772034,1975129,194231,194203,183,917,65,24,1138431,1139012,137
